name,cpumark,single_thread,cores,threads
Intel Xeon E3-1275 @ 3.40GHz,5491.0,1776.0,4,2
Intel Xeon E3-1275 V2 @ 3.50GHz,6654.0,2113.0,4,2
Intel Xeon E3-1275 v3 @ 3.50GHz,7226.0,2210.0,4,2
Intel Xeon E3-1275 v5 @ 3.60GHz,8293.0,2294.0,4,2
Intel Xeon E3-1275 v6 @ 3.80GHz,9202.0,2531.0,4,2
Intel Xeon E3-1275L v3 @ 2.70GHz,6327.0,2131.0,4,2
Intel Xeon E3-1276 v3 @ 3.60GHz,7543.0,2288.0,4,2
Intel Xeon E3-1280 @ 3.50GHz,5612.0,1781.0,4,2
Intel Xeon E3-1280 V2 @ 3.60GHz,6616.0,2164.0,4,2
Intel Xeon E3-1280 v3 @ 3.60GHz,7226.0,2229.0,4,2
Intel Xeon E3-1280 v5 @ 3.70GHz,8254.0,2278.0,4,2
Intel Xeon E3-1280 v6 @ 3.90GHz,9093.0,2508.0,4,2
Intel Xeon E3-1281 v3 @ 3.70GHz,7554.0,2330.0,4,2
Intel Xeon E3-1285 v3 @ 3.60GHz,7211.0,2238.0,4,2
Intel Xeon E3-1285 v4 @ 3.50GHz,7743.0,2300.0,4,2
Intel Xeon E3-1285 v6 @ 4.10GHz,9552.0,2646.0,4,2
Intel Xeon E3-1285L v3 @ 3.10GHz,6874.0,2152.0,4,2
Intel Xeon E3-1285L v4 @ 3.40GHz,8095.0,2360.0,4,2
Intel Xeon E3-1286 v3 @ 3.70GHz,7879.0,2430.0,4,2
Intel Xeon E3-1286L v3 @ 3.20GHz,6929.0,2329.0,4,2
Intel Xeon E3-1290 @ 3.60GHz,5429.0,1834.0,4,2
Intel Xeon E3-1290 V2 @ 3.70GHz,6354.0,2072.0,4,2
Intel Xeon E3-1505L v5 @ 2.00GHz,5083.0,1548.0,4,2
Intel Xeon E3-1505L v6 @ 2.20GHz,5882.0,1552.0,4,2
Intel Xeon E3-1505M v5 @ 2.80GHz,6978.0,2018.0,4,2
Intel Xeon E3-1505M v6 @ 3.00GHz,7445.0,2193.0,4,2
Intel Xeon E3-1515M v5 @ 2.80GHz,5925.0,1883.0,4,2
Intel Xeon E3-1535M v5 @ 2.90GHz,7491.0,2113.0,4,2
Intel Xeon E3-1535M v6 @ 3.10GHz,8104.0,2316.0,4,2
Intel Xeon E3-1545M v5 @ 2.90GHz,7635.0,2079.0,4,2
Intel Xeon E3-1565L v5 @ 2.50GHz,7325.0,1970.0,4,2
Intel Xeon E3-1575M v5 @ 3.00GHz,7727.0,2122.0,4,2
Intel Xeon E3-1585 v5 @ 3.50GHz,8408.0,2402.0,4,2
Intel Xeon E3-1585L v5 @ 3.00GHz,7959.0,2152.0,4,2
Intel Xeon E3110 @ 3.00GHz,1295.0,1321.0,2,1
Intel Xeon E3113 @ 3.00GHz,1429.0,1282.0,2,1
Intel Xeon E3120 @ 3.16GHz,1408.0,1370.0,2,1
Intel Xeon E5-1410 @ 2.80GHz,4852.0,1405.0,4,2
Intel Xeon E5-1410 v2 @ 2.80GHz,5715.0,1656.0,4,2
Intel Xeon E5-1428L v2 @ 2.20GHz,6255.0,1096.0,6,2
Intel Xeon E5-1603 @ 2.80GHz,3474.0,1338.0,4,1
Intel Xeon E5-1603 v3 @ 2.80GHz,4454.0,1621.0,4,1
Intel Xeon E5-1603 v4 @ 2.80GHz,4710.0,1752.0,4,1
Intel Xeon E5-1607 @ 3.00GHz,3790.0,1441.0,4,1
Intel Xeon E5-1607 v2 @ 3.00GHz,4144.0,1615.0,4,1
Intel Xeon E5-1607 v3 @ 3.10GHz,4938.0,1807.0,4,1
Intel Xeon E5-1607 v4 @ 3.10GHz,5174.0,1924.0,4,1
Intel Xeon E5-1620 @ 3.60GHz,5844.0,1754.0,4,2
Intel Xeon E5-1620 v2 @ 3.70GHz,6502.0,2011.0,4,2
Intel Xeon E5-1620 v3 @ 3.50GHz,6955.0,1995.0,4,2
Intel Xeon E5-1620 v4 @ 3.50GHz,7337.0,2229.0,4,2
Intel Xeon E5-1630 v3 @ 3.70GHz,7416.0,2115.0,4,2
Intel Xeon E5-1630 v4 @ 3.70GHz,7570.0,2305.0,4,2
Intel Xeon E5-1650 @ 3.20GHz,8052.0,1724.0,6,2
Intel Xeon E5-1650 v2 @ 3.50GHz,9302.0,2036.0,6,2
Intel Xeon E5-1650 v3 @ 3.50GHz,10377.0,2122.0,6,2
Intel Xeon E5-1650 v4 @ 3.60GHz,11334.0,2371.0,6,2
Intel Xeon E5-1660 @ 3.30GHz,8324.0,1783.0,6,2
Intel Xeon E5-1660 v2 @ 3.70GHz,10297.0,2124.0,6,2
Intel Xeon E5-1660 v3 @ 3.00GHz,12576.0,1984.0,8,2
Intel Xeon E5-1660 v4 @ 3.20GHz,13289.0,2180.0,8,2
Intel Xeon E5-1680 v2 @ 3.00GHz,12386.0,2065.0,8,2
Intel Xeon E5-1680 v3 @ 3.20GHz,13302.0,2124.0,8,2
Intel Xeon E5-1680 v4 @ 3.40GHz,14221.0,2313.0,8,2
Intel Xeon E5-1681 v3 @ 2.90GHz,14820.0,2040.0,10,2
Intel Xeon E5-2403 @ 1.80GHz,2367.0,802.0,4,1
Intel Xeon E5-2403 v2 @ 1.80GHz,2672.0,983.0,4,1
Intel Xeon E5-2407 @ 2.20GHz,2659.0,921.0,4,1
Intel Xeon E5-2407 v2 @ 2.40GHz,3354.0,1125.0,4,1
Intel Xeon E5-2418L @ 2.00GHz,3518.0,977.0,4,2
Intel Xeon E5-2418L v2 @ 2.00GHz,5380.0,1078.0,6,2
Intel Xeon E5-2420 @ 1.90GHz,5018.0,1078.0,6,2
Intel Xeon E5-2420 v2 @ 2.20GHz,6349.0,1378.0,6,2
Intel Xeon E5-2430 @ 2.20GHz,5770.0,1217.0,6,2
Intel Xeon E5-2430 v2 @ 2.50GHz,6859.0,1397.0,6,2
Intel Xeon E5-2430L @ 2.00GHz,5300.0,961.0,6,2
Intel Xeon E5-2430L v2 @ 2.40GHz,6190.0,1318.0,6,2
Intel Xeon E5-2440 @ 2.40GHz,6091.0,1304.0,6,2
Intel Xeon E5-2440 v2 @ 1.90GHz,7565.0,1179.0,8,2
Intel Xeon E5-2448L v2 @ 1.80GHz,6774.0,1235.0,10,2
Intel Xeon E5-2450 @ 2.10GHz,7534.0,1180.0,8,2
Intel Xeon E5-2450 v2 @ 2.50GHz,9084.0,1583.0,8,2
Intel Xeon E5-2450L @ 1.80GHz,6047.0,1032.0,8,2
Intel Xeon E5-2470 @ 2.30GHz,8325.0,1426.0,8,2
Intel Xeon E5-2470 v2 @ 2.40GHz,10702.0,1591.0,10,2
Intel Xeon E5-2603 @ 1.80GHz,2325.0,867.0,4,1
Intel Xeon E5-2603 v2 @ 1.80GHz,2735.0,993.0,4,1
Intel Xeon E5-2603 v3 @ 1.60GHz,3825.0,936.0,6,1
Intel Xeon E5-2603 v4 @ 1.70GHz,4494.0,1067.0,6,1
Intel Xeon E5-2608L v3 @ 2.00GHz,6415.0,1210.0,6,2
Intel Xeon E5-2608L v4 @ 1.60GHz,7447.0,1092.0,8,2
Intel Xeon E5-2609 @ 2.40GHz,2912.0,1131.0,4,1
Intel Xeon E5-2609 v2 @ 2.50GHz,3339.0,1311.0,4,1
Intel Xeon E5-2609 v3 @ 1.90GHz,4489.0,1094.0,6,1
Intel Xeon E5-2609 v4 @ 1.70GHz,5418.0,1029.0,8,1
Intel Xeon E5-2618L v3 @ 2.30GHz,11310.0,1929.0,8,2
Intel Xeon E5-2618L v4 @ 2.20GHz,12429.0,1975.0,10,2
Intel Xeon E5-2620 @ 2.00GHz,5327.0,1115.0,6,2
Intel Xeon E5-2620 v2 @ 2.10GHz,6243.0,1292.0,6,2
Intel Xeon E5-2620 v3 @ 2.40GHz,7754.0,1692.0,6,2
Intel Xeon E5-2620 v4 @ 2.10GHz,9260.0,1629.0,8,2
Intel Xeon E5-2623 v3 @ 3.00GHz,6632.0,1861.0,4,2
Intel Xeon E5-2623 v4 @ 2.60GHz,6868.0,1781.0,4,2
Intel Xeon E5-2628 v3 @ 2.50GHz,8447.0,1754.0,8,1
Intel Xeon E5-2628L v2 @ 1.90GHz,7181.0,1106.0,8,2
Intel Xeon E5-2628L v3 @ 2.00GHz,9949.0,1483.0,10,2
Intel Xeon E5-2628L v4 @ 1.90GHz,11079.0,1433.0,12,2
Intel Xeon E5-2629 v3 @ 2.40GHz,9139.0,1426.0,8,2
Intel Xeon E5-2630 @ 2.30GHz,6086.0,1291.0,6,2
Intel Xeon E5-2630 v2 @ 2.60GHz,7481.0,1559.0,6,2
Intel Xeon E5-2630 v3 @ 2.40GHz,10253.0,1737.0,8,2
Intel Xeon E5-2630 v4 @ 2.20GHz,11410.0,1761.0,10,2
Intel Xeon E5-2630L @ 2.00GHz,5305.0,1119.0,6,2
Intel Xeon E5-2630L v2 @ 2.40GHz,6640.0,1385.0,6,2
Intel Xeon E5-2630L v3 @ 1.80GHz,8630.0,1544.0,8,2
Intel Xeon E5-2630L v4 @ 1.80GHz,9966.0,1497.0,10,2
Intel Xeon E5-2637 @ 3.00GHz,2978.0,1526.0,2,2
Intel Xeon E5-2637 v2 @ 3.50GHz,6492.0,1931.0,4,2
Intel Xeon E5-2637 v3 @ 3.50GHz,7251.0,2042.0,4,2
Intel Xeon E5-2637 v4 @ 3.50GHz,7460.0,2221.0,4,2
Intel Xeon E5-2640 @ 2.50GHz,6283.0,1342.0,6,2
Intel Xeon E5-2640 v2 @ 2.00GHz,7632.0,1269.0,8,2
Intel Xeon E5-2640 v3 @ 2.60GHz,11034.0,1874.0,8,2
Intel Xeon E5-2640 v4 @ 2.40GHz,12489.0,1982.0,10,2
Intel Xeon E5-2643 @ 3.30GHz,5228.0,1537.0,4,2
Intel Xeon E5-2643 v2 @ 3.50GHz,9186.0,1909.0,6,2
Intel Xeon E5-2643 v3 @ 3.40GHz,10246.0,2030.0,6,2
Intel Xeon E5-2643 v4 @ 3.40GHz,11026.0,2259.0,6,2
Intel Xeon E5-2648L @ 1.80GHz,5262.0,981.0,8,2
Intel Xeon E5-2648L v2 @ 1.90GHz,8828.0,1194.0,10,2
Intel Xeon E5-2648L v3 @ 1.80GHz,9847.0,1292.0,12,2
Intel Xeon E5-2648L v4 @ 1.80GHz,11839.0,1349.0,14,2
Intel Xeon E5-2649 v3 @ 2.30GHz,12399.0,1674.0,10,2
Intel Xeon E5-2650 @ 2.00GHz,7356.0,1227.0,8,2
Intel Xeon E5-2650 v2 @ 2.60GHz,9776.0,1676.0,8,2
Intel Xeon E5-2650 v3 @ 2.30GHz,11654.0,1633.0,10,2
Intel Xeon E5-2650 v4 @ 2.20GHz,13262.0,1680.0,12,2
Intel Xeon E5-2650L @ 1.80GHz,6055.0,1064.0,8,2
Intel Xeon E5-2650L v2 @ 1.70GHz,7612.0,995.0,10,2
Intel Xeon E5-2650L v3 @ 1.80GHz,11865.0,1392.0,12,2
Intel Xeon E5-2650L v4 @ 1.70GHz,12734.0,1428.0,14,2
Intel Xeon E5-2651 v2 @ 1.80GHz,9551.0,1131.0,12,2
Intel Xeon E5-2658 @ 2.10GHz,6232.0,1125.0,8,2
Intel Xeon E5-2658 v2 @ 2.40GHz,10559.0,1472.0,10,2
Intel Xeon E5-2658 v3 @ 2.20GHz,13487.0,1711.0,12,2
Intel Xeon E5-2658 v4 @ 2.30GHz,14434.0,1583.0,14,2
Intel Xeon E5-2658A v3 @ 2.20GHz,14879.0,1688.0,12,2
Intel Xeon E5-2660 @ 2.20GHz,8067.0,1379.0,8,2
Intel Xeon E5-2660 v2 @ 2.20GHz,10355.0,1491.0,10,2
Intel Xeon E5-2660 v3 @ 2.60GHz,13044.0,1803.0,10,2
Intel Xeon E5-2660 v4 @ 2.00GHz,15530.0,1805.0,14,2
Intel Xeon E5-2663 v3 @ 2.80GHz,11777.0,2040.0,10,1
Intel Xeon E5-2665 @ 2.40GHz,8293.0,1385.0,8,2
Intel Xeon E5-2666 v3 @ 2.90GHz,14039.0,1962.0,10,2
Intel Xeon E5-2666 v4 @ 2.80GHz,17958.0,2052.0,12,2
Intel Xeon E5-2667 @ 2.90GHz,7462.0,1568.0,6,2
Intel Xeon E5-2667 v2 @ 3.30GHz,12166.0,2010.0,8,2
Intel Xeon E5-2667 v3 @ 3.20GHz,12406.0,2002.0,8,2
Intel Xeon E5-2667 v4 @ 3.20GHz,13773.0,2182.0,8,2
Intel Xeon E5-2669 v3 @ 2.30GHz,16107.0,1502.0,12,2
Intel Xeon E5-2670 @ 2.60GHz,8881.0,1468.0,8,2
Intel Xeon E5-2670 v2 @ 2.50GHz,11273.0,1622.0,10,2
Intel Xeon E5-2670 v3 @ 2.30GHz,13481.0,1690.0,12,2
Intel Xeon E5-2673 v2 @ 3.30GHz,12306.0,2025.0,8,2
Intel Xeon E5-2673 v3 @ 2.40GHz,13681.0,1706.0,12,2
Intel Xeon E5-2673 v4 @ 2.30GHz,21120.0,2115.0,20,2
Intel Xeon E5-2675 v3 @ 1.80GHz,13180.0,1186.0,16,2
Intel Xeon E5-2676 v3 @ 2.40GHz,13104.0,1599.0,12,2
Intel Xeon E5-2676 v4 @ 2.40GHz,18978.0,1730.0,16,2
Intel Xeon E5-2678 v3 @ 2.50GHz,14633.0,1759.0,12,2
Intel Xeon E5-2679 v4 @ 2.50GHz,24131.0,1992.0,20,2
Intel Xeon E5-2680 @ 2.70GHz,9274.0,1558.0,8,2
Intel Xeon E5-2680 v2 @ 2.80GHz,12709.0,1793.0,10,2
Intel Xeon E5-2680 v3 @ 2.50GHz,14837.0,1799.0,12,2
Intel Xeon E5-2680 v4 @ 2.40GHz,17239.0,1931.0,14,2
Intel Xeon E5-2680R v4 @ 2.40GHz,17487.0,1904.0,14,2
Intel Xeon E5-2682 v4 @ 2.50GHz,18492.0,1814.0,16,2
Intel Xeon E5-2683 v3 @ 2.00GHz,14778.0,1665.0,14,2
Intel Xeon E5-2683 v4 @ 2.10GHz,17457.0,1702.0,16,2
Intel Xeon E5-2685 v3 @ 2.60GHz,12944.0,1726.0,12,1
Intel Xeon E5-2686 v3 @ 2.00GHz,18148.0,1910.0,18,2
Intel Xeon E5-2686 v4 @ 2.30GHz,19881.0,1802.0,18,2
Intel Xeon E5-2687W @ 3.10GHz,10019.0,1670.0,8,2
Intel Xeon E5-2687W v2 @ 3.40GHz,12340.0,2038.0,8,2
Intel Xeon E5-2687W v3 @ 3.10GHz,14538.0,1913.0,10,2
Intel Xeon E5-2687W v4 @ 3.00GHz,17723.0,2062.0,12,2
Intel Xeon E5-2689 @ 2.60GHz,9473.0,1579.0,8,2
Intel Xeon E5-2689 v4 @ 3.10GHz,17099.0,2312.0,10,2
Intel Xeon E5-2690 @ 2.90GHz,9747.0,1659.0,8,2
Intel Xeon E5-2690 v2 @ 3.00GHz,13351.0,1858.0,10,2
Intel Xeon E5-2690 v3 @ 2.60GHz,16037.0,1915.0,12,2
Intel Xeon E5-2690 v4 @ 2.60GHz,19245.0,2067.0,14,2
Intel Xeon E5-2692 v2 @ 2.20GHz,12119.0,1571.0,12,2
Intel Xeon E5-2695 v2 @ 2.40GHz,13322.0,1607.0,12,2
Intel Xeon E5-2695 v3 @ 2.30GHz,16555.0,1784.0,14,2
Intel Xeon E5-2695 v4 @ 2.10GHz,18855.0,1808.0,18,2
Intel Xeon E5-2696 v2 @ 2.50GHz,14080.0,1694.0,12,2
Intel Xeon E5-2696 v3 @ 2.30GHz,21391.0,2052.0,18,2
Intel Xeon E5-2696 v4 @ 2.20GHz,24651.0,2123.0,22,2
Intel Xeon E5-2697 v2 @ 2.70GHz,14250.0,1780.0,12,2
Intel Xeon E5-2697 v3 @ 2.60GHz,18169.0,1967.0,14,2
Intel Xeon E5-2697 v4 @ 2.30GHz,20878.0,2005.0,18,2
Intel Xeon E5-2697A v4 @ 2.60GHz,21586.0,2098.0,16,2
Intel Xeon E5-2697R v4 @ 2.30GHz,20843.0,2007.0,18,2
Intel Xeon E5-2698 v3 @ 2.30GHz,18860.0,1942.0,16,2
Intel Xeon E5-2698 v4 @ 2.20GHz,22656.0,2058.0,20,2
Intel Xeon E5-2698B v3 @ 2.00GHz,16287.0,1666.0,16,2
Intel Xeon E5-2698R v4 @ 2.20GHz,25605.0,2243.0,20,2
Intel Xeon E5-2699 v3 @ 2.30GHz,20063.0,1879.0,18,2
Intel Xeon E5-2699 v4 @ 2.20GHz,24711.0,1947.0,22,2
Intel Xeon E5-2699A v4 @ 2.40GHz,26739.0,2065.0,22,2
Intel Xeon E5-2699C v4 @ 2.20GHz,21113.0,1492.0,22,2
Intel Xeon E5-4603 @ 2.00GHz,3391.0,953.0,4,2
Intel Xeon E5-4607 v2 @ 2.60GHz,6986.0,1363.0,6,2
Intel Xeon E5-4610 @ 2.40GHz,6460.0,1401.0,6,2
Intel Xeon E5-4610 v3 @ 1.70GHz,7229.0,1027.0,10,2
Intel Xeon E5-4617 @ 2.90GHz,6298.0,1552.0,6,1
Intel Xeon E5-4620 @ 2.20GHz,6635.0,1154.0,8,2
Intel Xeon E5-4620 v2 @ 2.60GHz,9424.0,1523.0,8,2
Intel Xeon E5-4620 v3 @ 2.00GHz,10525.0,1486.0,10,2
Intel Xeon E5-4627 v2 @ 3.30GHz,9425.0,1825.0,8,1
Intel Xeon E5-4627 v3 @ 2.60GHz,11344.0,1749.0,10,1
Intel Xeon E5-4627 v4 @ 2.60GHz,12969.0,2030.0,10,1
Intel Xeon E5-4628L v4 @ 1.80GHz,11503.0,1252.0,14,2
Intel Xeon E5-4640 @ 2.40GHz,7012.0,1233.0,8,2
Intel Xeon E5-4640 v3 @ 1.90GHz,10372.0,1514.0,12,2
Intel Xeon E5-4648 v3 @ 1.70GHz,9061.0,1317.0,12,2
Intel Xeon E5-4650 @ 2.70GHz,8612.0,1482.0,8,2
Intel Xeon E5-4650 v2 @ 2.40GHz,10946.0,1464.0,10,2
Intel Xeon E5-4650 v3 @ 2.10GHz,10838.0,1384.0,12,2
Intel Xeon E5-4650 v4 @ 2.20GHz,16225.0,1675.0,14,2
Intel Xeon E5-4650L @ 2.60GHz,8533.0,1409.0,8,2
Intel Xeon E5-4655 v3 @ 2.90GHz,9377.0,1817.0,6,2
Intel Xeon E5-4655 v4 @ 2.50GHz,10912.0,1952.0,8,2
Intel Xeon E5-4657L v2 @ 2.40GHz,11613.0,1483.0,12,2
Intel Xeon E5-4660 v3 @ 2.10GHz,14167.0,1584.0,14,2
Intel Xeon E5-4660 v4 @ 2.20GHz,15375.0,1805.0,16,2
Intel Xeon E5-4667 v3 @ 2.00GHz,15397.0,1461.0,16,2
Intel Xeon E5-4667 v4 @ 2.20GHz,20319.0,1757.0,18,2
Intel Xeon E5-4669 v3 @ 2.10GHz,17430.0,1474.0,18,2
Intel Xeon E5-4669 v4 @ 2.20GHz,20729.0,1588.0,22,2
Intel Xeon E5205 @ 1.86GHz,838.0,788.0,2,1
Intel Xeon E5240 @ 3.00GHz,1448.0,1312.0,2,1
Intel Xeon E5310 @ 1.60GHz,1306.0,640.0,4,1
Intel Xeon E5320 @ 1.86GHz,1469.0,770.0,4,1
Intel Xeon E5335 @ 2.00GHz,1549.0,817.0,4,1
Intel Xeon E5345 @ 2.33GHz,1868.0,954.0,4,1
Intel Xeon E5405 @ 2.00GHz,1753.0,875.0,4,1
Intel Xeon E5410 @ 2.33GHz,2032.0,1019.0,4,1
Intel Xeon E5420 @ 2.50GHz,2044.0,1063.0,4,1
Intel Xeon E5430 @ 2.66GHz,2256.0,1159.0,4,1
Intel Xeon E5440 @ 2.83GHz,2367.0,1224.0,4,1
Intel Xeon E5450 @ 3.00GHz,2581.0,1287.0,4,1
Intel Xeon E5462 @ 2.80GHz,2213.0,1168.0,4,1
Intel Xeon E5472 @ 3.00GHz,2333.0,1223.0,4,1
Intel Xeon E5502 @ 1.87GHz,837.0,799.0,2,1
Intel Xeon E5503 @ 2.00GHz,804.0,845.0,2,1
Intel Xeon E5504 @ 2.00GHz,1652.0,833.0,4,1
Intel Xeon E5506 @ 2.13GHz,1961.0,930.0,4,1
Intel Xeon E5507 @ 2.27GHz,1905.0,889.0,4,1
Intel Xeon E5520 @ 2.27GHz,2541.0,1060.0,4,2
Intel Xeon E5530 @ 2.40GHz,2739.0,1152.0,4,2
Intel Xeon E5540 @ 2.53GHz,2805.0,1200.0,4,2
